source_key,target_key,relation,owner_key,owner_split
l_nty77299,m0rtezaaaa,follows,m0rtezaaaa,train
m_amini_fa,m0rtezaaaa,follows,m0rtezaaaa,train
htara6094,m0rtezaaaa,follows,m0rtezaaaa,train
arman_ravan,m0rtezaaaa,follows,m0rtezaaaa,train
mo858575,m0rtezaaaa,follows,m0rtezaaaa,train
zamanelham,m0rtezaaaa,follows,m0rtezaaaa,train
mr_abiidar,m0rtezaaaa,follows,m0rtezaaaa,train
barandaazam,m0rtezaaaa,follows,m0rtezaaaa,train
child_of_goddd,m0rtezaaaa,follows,m0rtezaaaa,train
ssaallaar,m0rtezaaaa,follows,m0rtezaaaa,train
pardissssr,m0rtezaaaa,follows,m0rtezaaaa,train
mo_mi_mm,m0rtezaaaa,follows,m0rtezaaaa,train
fmsn711,m0rtezaaaa,follows,m0rtezaaaa,train
sheraneza,m0rtezaaaa,follows,m0rtezaaaa,train
kourosh_techart,m0rtezaaaa,follows,m0rtezaaaa,train
aref_jahanshahi,m0rtezaaaa,follows,m0rtezaaaa,train
hedi1361,m0rtezaaaa,follows,m0rtezaaaa,train
hammad_ilh19678,m0rtezaaaa,follows,m0rtezaaaa,train
saeidsabet,m0rtezaaaa,follows,m0rtezaaaa,train
mrhsn_jfr,m0rtezaaaa,follows,m0rtezaaaa,train
east_sun861,m0rtezaaaa,follows,m0rtezaaaa,train
zohre_r99,m0rtezaaaa,follows,m0rtezaaaa,train
soren1480,m0rtezaaaa,follows,m0rtezaaaa,train
mehrdad5823,m0rtezaaaa,follows,m0rtezaaaa,train
thehirad,m0rtezaaaa,follows,m0rtezaaaa,train
ashkaaandeutsch,m0rtezaaaa,follows,m0rtezaaaa,train
justice4sushi,m0rtezaaaa,follows,m0rtezaaaa,train
amir_salimi_org,m0rtezaaaa,follows,m0rtezaaaa,train
rezatofngchiiii,m0rtezaaaa,follows,m0rtezaaaa,train
2isaeed,m0rtezaaaa,follows,m0rtezaaaa,train
zargol19900,m0rtezaaaa,follows,m0rtezaaaa,train
mohaghegh65,m0rtezaaaa,follows,m0rtezaaaa,train
adwin135,m0rtezaaaa,follows,m0rtezaaaa,train
kaveh_ebra28340,m0rtezaaaa,follows,m0rtezaaaa,train
kmbashkan,m0rtezaaaa,follows,m0rtezaaaa,train
low_bib,m0rtezaaaa,follows,m0rtezaaaa,train
mehrsoda,m0rtezaaaa,follows,m0rtezaaaa,train
pappy51,m0rtezaaaa,follows,m0rtezaaaa,train
pariyass88,m0rtezaaaa,follows,m0rtezaaaa,train
aidakhoshbeen,m0rtezaaaa,follows,m0rtezaaaa,train
maknon10,m0rtezaaaa,follows,m0rtezaaaa,train
shhhimaaa15651,m0rtezaaaa,follows,m0rtezaaaa,train
rahaaazadi86,m0rtezaaaa,follows,m0rtezaaaa,train
kareem990527612,m0rtezaaaa,follows,m0rtezaaaa,train
mohamadsl1998,m0rtezaaaa,follows,m0rtezaaaa,train
iranshahr123,m0rtezaaaa,follows,m0rtezaaaa,train
itisacma,m0rtezaaaa,follows,m0rtezaaaa,train
m0rtezaaaa,chadsteingraber,follows,m0rtezaaaa,train
m0rtezaaaa,1dress_,follows,m0rtezaaaa,train
m0rtezaaaa,itsjustnaazi,follows,m0rtezaaaa,train
m0rtezaaaa,inloveframess,follows,m0rtezaaaa,train
m0rtezaaaa,gorgiiiia,follows,m0rtezaaaa,train
m0rtezaaaa,0xshakila,follows,m0rtezaaaa,train
m0rtezaaaa,siamakjavadi,follows,m0rtezaaaa,train
m0rtezaaaa,shahryarshefigh,follows,m0rtezaaaa,train
m0rtezaaaa,tabantimes,follows,m0rtezaaaa,train
m0rtezaaaa,khosrozareian,follows,m0rtezaaaa,train
m0rtezaaaa,siminmob,follows,m0rtezaaaa,train
m0rtezaaaa,anne_of_iceland,follows,m0rtezaaaa,train
m0rtezaaaa,nasten_ka_0,follows,m0rtezaaaa,train
m0rtezaaaa,bardia_shm,follows,m0rtezaaaa,train
m0rtezaaaa,hedi_yeah,follows,m0rtezaaaa,train
m0rtezaaaa,ali_zakeri,follows,m0rtezaaaa,train
m0rtezaaaa,davidsacks47,follows,m0rtezaaaa,train
m0rtezaaaa,watcherguru,follows,m0rtezaaaa,train
m0rtezaaaa,parisa_u,follows,m0rtezaaaa,train
m0rtezaaaa,callmediegojr,follows,m0rtezaaaa,train
m0rtezaaaa,secdef,follows,m0rtezaaaa,train
m0rtezaaaa,s4n_s6n,follows,m0rtezaaaa,train
m0rtezaaaa,neginz1p,follows,m0rtezaaaa,train
m0rtezaaaa,netvand,follows,m0rtezaaaa,train
m0rtezaaaa,bardiagarshasbi,follows,m0rtezaaaa,train
m0rtezaaaa,raghnegin,follows,m0rtezaaaa,train
m0rtezaaaa,ausniemeier,follows,m0rtezaaaa,train
m0rtezaaaa,gfakhari,follows,m0rtezaaaa,train
m0rtezaaaa,pahlavicomms,follows,m0rtezaaaa,train
m0rtezaaaa,kimwexler00,follows,m0rtezaaaa,train
m0rtezaaaa,30niorcrypto,follows,m0rtezaaaa,train
m0rtezaaaa,secrubio,follows,m0rtezaaaa,train
m0rtezaaaa,usabehfarsi,follows,m0rtezaaaa,train
m0rtezaaaa,reyyhanee,follows,m0rtezaaaa,train
m0rtezaaaa,potus,follows,m0rtezaaaa,train
m0rtezaaaa,ehsan_karbin,follows,m0rtezaaaa,train
m0rtezaaaa,bravesilentmode,follows,m0rtezaaaa,train
m0rtezaaaa,mangata_k,follows,m0rtezaaaa,train
m0rtezaaaa,niloofsg,follows,m0rtezaaaa,train
m0rtezaaaa,arash_the3rd,follows,m0rtezaaaa,train
m0rtezaaaa,cryptomgzn,follows,m0rtezaaaa,train
m0rtezaaaa,sherzkia,follows,m0rtezaaaa,train
m0rtezaaaa,poeticalphotos,follows,m0rtezaaaa,train
m0rtezaaaa,shaytanoftime,follows,m0rtezaaaa,train
m0rtezaaaa,afaturechian,follows,m0rtezaaaa,train
m0rtezaaaa,bitabetoam,follows,m0rtezaaaa,train
m0rtezaaaa,mehditohidi9,follows,m0rtezaaaa,train
m0rtezaaaa,g__gumball,follows,m0rtezaaaa,train
m0rtezaaaa,labeshka,follows,m0rtezaaaa,train
m0rtezaaaa,naeempix,follows,m0rtezaaaa,train
m0rtezaaaa,basilieee,follows,m0rtezaaaa,train
m0rtezaaaa,nudespassion,follows,m0rtezaaaa,train
m0rtezaaaa,jazi_saeid,follows,m0rtezaaaa,train
m0rtezaaaa,spacex,follows,m0rtezaaaa,train
m0rtezaaaa,piishgoo,follows,m0rtezaaaa,train
m0rtezaaaa,mrjahan49,follows,m0rtezaaaa,train
m0rtezaaaa,capttainsara_,follows,m0rtezaaaa,train
m0rtezaaaa,soheiil7,follows,m0rtezaaaa,train
m0rtezaaaa,mahyargdrz,follows,m0rtezaaaa,train
m0rtezaaaa,baharak_irani,follows,m0rtezaaaa,train
m0rtezaaaa,xrplearner,follows,m0rtezaaaa,train
m0rtezaaaa,mamrizzio,follows,m0rtezaaaa,train
m0rtezaaaa,elonmusk,follows,m0rtezaaaa,train
m0rtezaaaa,xrp13_,follows,m0rtezaaaa,train
m0rtezaaaa,amir_cryptotr,follows,m0rtezaaaa,train
m0rtezaaaa,masi70_57,follows,m0rtezaaaa,train
m0rtezaaaa,zakhe93,follows,m0rtezaaaa,train
m0rtezaaaa,filmreview8,follows,m0rtezaaaa,train
m0rtezaaaa,kourosh_techart,follows,m0rtezaaaa,train
m0rtezaaaa,iranlionness,follows,m0rtezaaaa,train
m0rtezaaaa,callmearef,follows,m0rtezaaaa,train
m0rtezaaaa,cdu,follows,m0rtezaaaa,train
m0rtezaaaa,loversinart,follows,m0rtezaaaa,train
m0rtezaaaa,realdonaldtrump,follows,m0rtezaaaa,train
m0rtezaaaa,dezireati,follows,m0rtezaaaa,train
m0rtezaaaa,aminalimoradi,follows,m0rtezaaaa,train
m0rtezaaaa,naaserxa,follows,m0rtezaaaa,train
m0rtezaaaa,sedtheboogeyman,follows,m0rtezaaaa,train
m0rtezaaaa,mahdizocker,follows,m0rtezaaaa,train
m0rtezaaaa,undead000137,follows,m0rtezaaaa,train
m0rtezaaaa,imanoracle,follows,m0rtezaaaa,train
m0rtezaaaa,artoflovve,follows,m0rtezaaaa,train
m0rtezaaaa,realabbas_,follows,m0rtezaaaa,train
m0rtezaaaa,1hoseim,follows,m0rtezaaaa,train
m0rtezaaaa,xp_400,follows,m0rtezaaaa,train
m0rtezaaaa,we_teach_sex,follows,m0rtezaaaa,train
m0rtezaaaa,gif900,follows,m0rtezaaaa,train
m0rtezaaaa,cravedcuddle,follows,m0rtezaaaa,train
m0rtezaaaa,gif__,follows,m0rtezaaaa,train
m0rtezaaaa,hadeswhore69,follows,m0rtezaaaa,train
m0rtezaaaa,makhduum,follows,m0rtezaaaa,train
m0rtezaaaa,mastersharki,follows,m0rtezaaaa,train
m0rtezaaaa,_friedrichmerz,follows,m0rtezaaaa,train
m0rtezaaaa,earmin,follows,m0rtezaaaa,train
m0rtezaaaa,habeh2023,follows,m0rtezaaaa,train
m0rtezaaaa,realmadrid,follows,m0rtezaaaa,train
m0rtezaaaa,kouli2016,follows,m0rtezaaaa,train
m0rtezaaaa,pommecaramell,follows,m0rtezaaaa,train
m0rtezaaaa,ali_nayeri,follows,m0rtezaaaa,train
m0rtezaaaa,ankommande,follows,m0rtezaaaa,train
m0rtezaaaa,pinkyasiii,follows,m0rtezaaaa,train
m0rtezaaaa,ashrafpahlavi,follows,m0rtezaaaa,train
m0rtezaaaa,d8qiiip8b,follows,m0rtezaaaa,train
m0rtezaaaa,aloneiranian911,follows,m0rtezaaaa,train
m0rtezaaaa,jaavid_shah,follows,m0rtezaaaa,train
